casa,fora,gols_casa,gols_fora,resultado
Poland,Slovakia,80.0,77.0,casa
Romania,Faroe Islands,77.0,62.0,casa
Sweden,Albania,77.0,65.0,casa
Switzerland,Israel,80.0,78.0,casa
Trinidad and Tobago,Mexico,63.0,79.0,fora
Turkey,Armenia,81.0,70.0,casa
Uruguay,Argentina,76.0,78.0,fora
South Africa,Angola,71.0,70.0,casa
Chile,Paraguay,75.0,76.0,fora
Angola,Congo,70.0,66.0,casa
Belgium,Hungary,76.0,75.0,casa
Brazil,England,89.0,81.0,casa
Denmark,Korea Republic,76.0,73.0,casa
Estonia,Albania,72.0,65.0,casa
Greece,Ukraine,79.0,78.0,casa
Republic of Ireland,France,84.0,86.0,fora
Italy,Netherlands,88.0,83.0,casa
Côte d'Ivoire,Guinea,73.0,52.0,casa
North Macedonia,Canada,74.0,71.0,casa
Morocco,Cameroon,71.0,81.0,fora
Northern Ireland,Serbia,73.0,75.0,fora
Oman,Australia,73.0,79.0,fora
Poland,Romania,80.0,77.0,casa
Portugal,Bosnia and Herzegovina,79.0,76.0,casa
Russia,Slovenia,85.0,78.0,casa
Slovakia,USA,77.0,82.0,fora
Spain,Argentina,90.0,78.0,casa
Switzerland,Norway,80.0,72.0,casa
Togo,Gabon,68.0,60.0,casa
Wales,Scotland,76.0,79.0,fora
Ghana,Mali,66.0,53.0,casa
Oman,Brazil,73.0,89.0,fora
Slovakia,Chile,77.0,75.0,casa
South Africa,Jamaica,71.0,69.0,casa
Angola,Ghana,70.0,66.0,casa
Austria,Spain,77.0,90.0,fora
Bosnia and Herzegovina,Portugal,76.0,79.0,fora
Denmark,USA,76.0,82.0,fora
France,Republic of Ireland,86.0,84.0,casa
Germany,Côte d'Ivoire,85.0,73.0,casa
Italy,Sweden,88.0,77.0,casa
Korea Republic,Serbia,73.0,75.0,fora
Netherlands,Paraguay,83.0,76.0,casa
Poland,Canada,80.0,71.0,casa
Slovenia,Russia,78.0,85.0,fora
Ukraine,Greece,78.0,79.0,fora
Angola,Estonia,70.0,72.0,fora
Angola,Gambia,70.0,67.0,casa
Tunisia,Gambia,67.0,67.0,empate
Angola,Mali,70.0,53.0,casa
Cameroon,Gabon,81.0,60.0,casa
Côte d'Ivoire,Ghana,73.0,66.0,casa
Gabon,Tunisia,60.0,67.0,fora
Finland,Korea Republic,80.0,73.0,casa
Oman,Sweden,73.0,77.0,fora
Cameroon,Tunisia,81.0,67.0,casa
Latvia,Korea Republic,67.0,73.0,fora
Angola,Ghana,70.0,66.0,casa
Jamaica,Canada,69.0,71.0,fora
Argentina,Jamaica,78.0,69.0,casa
China PR,Korea Republic,71.0,73.0,fora
Republic of Ireland,Brazil,84.0,89.0,fora
Albania,Northern Ireland,65.0,73.0,fora
Angola,Latvia,70.0,67.0,casa
Armenia,Belarus,70.0,76.0,fora
Austria,Denmark,77.0,76.0,casa
Belgium,Croatia,76.0,80.0,fora
Bosnia and Herzegovina,Ghana,76.0,66.0,casa
France,Spain,86.0,90.0,fora
Georgia,Estonia,61.0,72.0,fora
Germany,Argentina,85.0,78.0,casa
Greece,Senegal,79.0,78.0,casa
Hungary,Russia,75.0,85.0,fora
Italy,Cameroon,88.0,81.0,casa
Côte d'Ivoire,Korea Republic,73.0,73.0,empate
Kazakhstan,Moldova,65.0,65.0,empate
Mexico,New Zealand,79.0,60.0,casa
Netherlands,USA,83.0,82.0,casa
Poland,Bulgaria,80.0,77.0,casa
Portugal,China PR,79.0,71.0,casa
Romania,Israel,77.0,78.0,fora
Scotland,Czech Republic,79.0,85.0,fora
Slovakia,Norway,77.0,72.0,casa
Switzerland,Uruguay,80.0,76.0,casa
Wales,Sweden,76.0,77.0,fora
Iceland,Faroe Islands,71.0,62.0,casa
Mexico,Iceland,79.0,71.0,casa
Chile,Venezuela,75.0,63.0,casa
Paraguay,South Africa,76.0,71.0,casa
South Africa,Jamaica,71.0,69.0,casa
Chile,Trinidad and Tobago,75.0,63.0,casa
Mexico,Ecuador,79.0,74.0,casa
Mexico,Senegal,79.0,78.0,casa
Mexico,Angola,79.0,70.0,casa
Korea Republic,Ecuador,73.0,74.0,fora
Mexico,Chile,79.0,75.0,casa
Austria,Croatia,77.0,80.0,fora
Belgium,Bulgaria,76.0,77.0,fora
Gabon,Togo,60.0,68.0,fora
Estonia,Finland,72.0,80.0,fora
Turkey,Czech Republic,81.0,85.0,fora
Croatia,Wales,80.0,76.0,casa
Argentina,Canada,78.0,71.0,casa
Australia,New Zealand,79.0,60.0,casa
England,Mexico,81.0,79.0,casa
Portugal,Cabo Verde,79.0,50.0,casa
South Africa,Bulgaria,71.0,77.0,fora
Georgia,Cameroon,61.0,81.0,fora
Republic of Ireland,Paraguay,84.0,76.0,casa
Ukraine,Lithuania,78.0,67.0,casa
USA,Czech Republic,82.0,85.0,fora
Estonia,Croatia,72.0,80.0,fora
Netherlands,Mexico,83.0,79.0,casa
Northern Ireland,Turkey,73.0,81.0,fora
Uruguay,Israel,76.0,78.0,fora
Denmark,Senegal,76.0,78.0,fora
South Africa,Colombia,71.0,76.0,fora
Hungary,Germany,75.0,85.0,fora
New Zealand,Serbia,60.0,75.0,fora
Poland,Finland,80.0,80.0,empate
Slovakia,Cameroon,77.0,81.0,fora
Sweden,Bosnia and Herzegovina,77.0,76.0,casa
Ukraine,Romania,78.0,77.0,casa
USA,Turkey,82.0,81.0,casa
Venezuela,Canada,63.0,71.0,fora
Belarus,Korea Republic,76.0,73.0,casa
Chile,Northern Ireland,75.0,73.0,casa
Chile,Israel,75.0,78.0,fora
Mexico,Gambia,79.0,67.0,casa
Paraguay,Côte d'Ivoire,76.0,73.0,casa
Tunisia,France,67.0,86.0,fora
Australia,Denmark,79.0,76.0,casa
Netherlands,Ghana,83.0,66.0,casa
Portugal,Cameroon,79.0,81.0,fora
Belarus,Sweden,76.0,77.0,fora
Greece,Paraguay,79.0,76.0,casa
Norway,Ukraine,72.0,78.0,fora
Romania,North Macedonia,77.0,74.0,casa
Serbia,Poland,75.0,80.0,fora
Germany,Bosnia and Herzegovina,85.0,76.0,casa
Italy,Mexico,88.0,79.0,casa
Spain,Korea Republic,90.0,73.0,casa
France,China PR,86.0,71.0,casa
Slovenia,New Zealand,78.0,60.0,casa
Australia,USA,79.0,82.0,fora
Ghana,Latvia,66.0,67.0,fora
Netherlands,Hungary,83.0,75.0,casa
Serbia,Cameroon,75.0,81.0,fora
South Africa,Denmark,71.0,76.0,fora
Switzerland,Italy,80.0,88.0,fora
Spain,Poland,90.0,80.0,casa
South Africa,Mexico,71.0,79.0,fora
Uruguay,France,76.0,86.0,fora
England,USA,81.0,82.0,fora
Korea Republic,Greece,73.0,79.0,fora
Germany,Australia,85.0,79.0,casa
Serbia,Ghana,75.0,66.0,casa
Italy,Paraguay,88.0,76.0,casa
Netherlands,Denmark,83.0,76.0,casa
Côte d'Ivoire,Portugal,73.0,79.0,fora
New Zealand,Slovakia,60.0,77.0,fora
South Africa,Uruguay,71.0,76.0,fora
Spain,Switzerland,90.0,80.0,casa
Argentina,Korea Republic,78.0,73.0,casa
France,Mexico,86.0,79.0,casa
Germany,Serbia,85.0,75.0,casa
Lithuania,Latvia,67.0,67.0,empate
Slovenia,USA,78.0,82.0,fora
Cameroon,Denmark,81.0,76.0,casa
Estonia,Latvia,72.0,67.0,casa
Ghana,Australia,66.0,79.0,fora
Brazil,Côte d'Ivoire,89.0,73.0,casa
Italy,New Zealand,88.0,60.0,casa
Lithuania,Estonia,67.0,72.0,fora
Slovakia,Paraguay,77.0,76.0,casa
Chile,Switzerland,75.0,80.0,fora
Greece,Argentina,79.0,78.0,casa
Mexico,Uruguay,79.0,76.0,casa
South Africa,France,71.0,86.0,fora
Australia,Serbia,79.0,75.0,casa
Ghana,Germany,66.0,85.0,fora
Slovenia,England,78.0,81.0,fora
Cameroon,Netherlands,81.0,83.0,fora
Paraguay,New Zealand,76.0,60.0,casa
Slovakia,Italy,77.0,88.0,fora
Chile,Spain,75.0,90.0,fora
Portugal,Brazil,79.0,89.0,fora
Uruguay,Korea Republic,76.0,73.0,casa
USA,Ghana,82.0,66.0,casa
Argentina,Mexico,78.0,79.0,fora
Germany,England,85.0,81.0,casa
Brazil,Chile,89.0,75.0,casa
Netherlands,Slovakia,83.0,77.0,casa
Spain,Portugal,90.0,79.0,casa
Netherlands,Brazil,83.0,89.0,fora
Uruguay,Ghana,76.0,66.0,casa
Argentina,Germany,78.0,85.0,fora
Paraguay,Spain,76.0,90.0,fora
Uruguay,Netherlands,76.0,83.0,fora
Germany,Spain,85.0,90.0,fora
Uruguay,Germany,76.0,85.0,fora
Netherlands,Spain,83.0,90.0,fora
Italy,Côte d'Ivoire,88.0,73.0,casa
USA,Brazil,82.0,89.0,fora
Angola,Uruguay,70.0,76.0,fora
Austria,Switzerland,77.0,80.0,fora
Czech Republic,Latvia,85.0,67.0,casa
Denmark,Germany,76.0,85.0,fora
England,Hungary,81.0,75.0,casa
Estonia,Faroe Islands,72.0,62.0,casa
Finland,Belgium,80.0,76.0,casa
Republic of Ireland,Argentina,84.0,78.0,casa
Kazakhstan,Oman,65.0,73.0,fora
Lithuania,Belarus,67.0,76.0,fora
Mali,Guinea,53.0,52.0,casa
Mexico,Spain,79.0,90.0,fora
Moldova,Georgia,65.0,61.0,casa
Norway,France,72.0,86.0,fora
Poland,Cameroon,80.0,81.0,fora
Russia,Bulgaria,85.0,77.0,casa
Senegal,Cabo Verde,78.0,50.0,casa
Serbia,Greece,75.0,79.0,fora
Slovakia,Croatia,77.0,80.0,fora
Slovenia,Australia,78.0,79.0,fora
South Africa,Ghana,71.0,66.0,casa
Sweden,Scotland,77.0,79.0,fora
Trinidad and Tobago,Jamaica,63.0,69.0,fora
Turkey,Romania,81.0,77.0,casa
Ukraine,Netherlands,78.0,83.0,fora
Armenia,Republic of Ireland,76.0,81.0,fora
Belgium,Germany,74.0,86.0,fora
England,Bulgaria,82.0,77.0,casa
Estonia,Italy,72.0,85.0,fora
Faroe Islands,Serbia,66.0,72.0,fora
France,Belarus,84.0,75.0,casa
Greece,Georgia,74.0,62.0,casa
Iceland,Norway,69.0,69.0,empate
Latvia,Croatia,69.0,74.0,fora
Lithuania,Scotland,72.0,79.0,fora
Moldova,Finland,61.0,79.0,fora
Montenegro,Wales,64.0,75.0,fora
Panama,Costa Rica,68.0,69.0,fora
Romania,Albania,75.0,69.0,casa
San Marino,Netherlands,52.0,83.0,fora
Slovakia,North Macedonia,72.0,73.0,fora
Slovenia,Northern Ireland,68.0,73.0,fora
Sweden,Hungary,77.0,71.0,casa
Switzerland,Australia,80.0,80.0,empate
Venezuela,Colombia,56.0,77.0,fora
Cabo Verde,Mali,51.0,54.0,fora
Japan,Paraguay,69.0,71.0,fora
Mexico,Ecuador,76.0,75.0,casa
Morocco,Central African Republic,71.0,57.0,casa
Poland,Ukraine,76.0,77.0,fora
Jamaica,Costa Rica,72.0,69.0,casa
Argentina,Spain,77.0,88.0,fora
Belarus,Romania,75.0,75.0,empate
Bosnia and Herzegovina,France,76.0,84.0,fora
Bulgaria,Montenegro,77.0,64.0,casa
China PR,Paraguay,71.0,71.0,empate
Croatia,Greece,74.0,74.0,empate
Czech Republic,Lithuania,84.0,72.0,casa
Denmark,Iceland,76.0,69.0,casa
Georgia,Israel,62.0,78.0,fora
Hungary,Moldova,71.0,61.0,casa
Italy,Faroe Islands,85.0,66.0,casa
North Macedonia,Armenia,73.0,76.0,fora
Mexico,Colombia,76.0,77.0,fora
Netherlands,Finland,83.0,79.0,casa
Norway,Portugal,69.0,79.0,fora
Panama,Trinidad and Tobago,68.0,62.0,casa
Poland,Australia,76.0,80.0,fora
Russia,Slovakia,83.0,72.0,casa
Serbia,Slovenia,72.0,68.0,casa
Sweden,San Marino,77.0,52.0,casa
Switzerland,England,80.0,82.0,fora
Turkey,Belgium,79.0,74.0,casa
Ukraine,Chile,77.0,79.0,fora
Venezuela,Ecuador,56.0,75.0,fora
Albania,Bosnia and Herzegovina,69.0,76.0,fora
Armenia,Slovakia,76.0,72.0,casa
Colombia,Ecuador,77.0,75.0,casa
Czech Republic,Scotland,84.0,79.0,casa
Germany,Turkey,86.0,79.0,casa
Greece,Latvia,74.0,69.0,casa
Hungary,San Marino,71.0,52.0,casa
Republic of Ireland,Russia,81.0,83.0,fora
Japan,Argentina,69.0,77.0,fora
Moldova,Netherlands,61.0,83.0,fora
Montenegro,Switzerland,64.0,80.0,fora
Northern Ireland,Italy,73.0,85.0,fora
Oman,Gabon,74.0,67.0,casa
Portugal,Denmark,79.0,76.0,casa
Serbia,Estonia,72.0,72.0,empate
Slovenia,Faroe Islands,68.0,66.0,casa
Spain,Lithuania,88.0,72.0,casa
Ukraine,Canada,77.0,77.0,empate
Wales,Bulgaria,75.0,77.0,fora
Australia,Paraguay,80.0,71.0,casa
France,Romania,84.0,75.0,casa
Israel,Croatia,78.0,74.0,casa
USA,Poland,81.0,76.0,casa
Central African Republic,Algeria,57.0,69.0,fora
Jamaica,Trinidad and Tobago,72.0,62.0,casa
Togo,Tunisia,68.0,67.0,casa
Brazil,Ukraine,86.0,77.0,casa
Belarus,Albania,75.0,69.0,casa
Belgium,Austria,74.0,75.0,fora
China PR,Uruguay,71.0,76.0,fora
Croatia,Norway,74.0,69.0,casa
Ecuador,Poland,75.0,76.0,fora
England,Montenegro,82.0,64.0,casa
Estonia,Slovenia,72.0,68.0,casa
Faroe Islands,Northern Ireland,66.0,73.0,fora
Finland,Hungary,79.0,71.0,casa
Greece,Israel,74.0,78.0,fora
Iceland,Portugal,69.0,79.0,fora
Italy,Serbia,85.0,72.0,casa
Korea Republic,Japan,71.0,69.0,casa
Latvia,Georgia,69.0,62.0,casa
North Macedonia,Russia,73.0,83.0,fora
Mexico,Venezuela,76.0,56.0,casa
Netherlands,Sweden,83.0,77.0,casa
New Zealand,Paraguay,64.0,71.0,fora
Oman,Chile,74.0,79.0,fora
San Marino,Moldova,52.0,61.0,fora
Scotland,Spain,79.0,88.0,fora
Slovakia,Republic of Ireland,72.0,81.0,fora
Switzerland,Wales,80.0,75.0,casa
USA,Colombia,81.0,77.0,casa
Scotland,Faroe Islands,79.0,66.0,casa
Albania,North Macedonia,69.0,73.0,fora
Argentina,Brazil,77.0,86.0,fora
Austria,Greece,75.0,74.0,casa
Bulgaria,Serbia,77.0,72.0,casa
Chile,Uruguay,79.0,76.0,casa
China PR,Latvia,71.0,69.0,casa
Denmark,Czech Republic,76.0,84.0,fora
Ecuador,Venezuela,75.0,56.0,casa
England,France,82.0,84.0,fora
Finland,San Marino,79.0,52.0,casa
Gabon,Senegal,67.0,68.0,fora
Hungary,Lithuania,71.0,72.0,fora
Republic of Ireland,Norway,81.0,69.0,casa
Israel,Iceland,78.0,69.0,casa
Italy,Romania,85.0,75.0,casa
Jamaica,Costa Rica,72.0,69.0,casa
Netherlands,Turkey,83.0,79.0,casa
Northern Ireland,Morocco,73.0,71.0,casa
Oman,Belarus,74.0,75.0,fora
Poland,Côte d'Ivoire,76.0,72.0,casa
Portugal,Spain,79.0,88.0,fora
Russia,Belgium,83.0,74.0,casa
Slovakia,Bosnia and Herzegovina,72.0,76.0,fora
Slovenia,Georgia,68.0,62.0,casa
South Africa,USA,70.0,81.0,fora
Sweden,Germany,77.0,86.0,fora
Switzerland,Ukraine,80.0,77.0,casa
Bosnia and Herzegovina,Poland,76.0,76.0,empate
China PR,Estonia,71.0,72.0,fora
China PR,North Macedonia,71.0,73.0,fora
Australia,Korea Republic,80.0,71.0,casa
Panama,Costa Rica,68.0,69.0,fora
USA,Chile,81.0,79.0,casa
Japan,Korea Republic,69.0,71.0,fora
Australia,Japan,80.0,69.0,casa
Moldova,Poland,61.0,76.0,fora
Ghana,Togo,73.0,68.0,casa
Republic of Ireland,Wales,81.0,75.0,casa
Mali,Côte d'Ivoire,54.0,72.0,fora
Romania,Ukraine,75.0,77.0,fora
Albania,Slovenia,69.0,68.0,casa
Argentina,Portugal,77.0,79.0,fora
Armenia,Georgia,76.0,62.0,casa
Belgium,Finland,74.0,79.0,fora
Croatia,Czech Republic,74.0,84.0,fora
Denmark,England,76.0,82.0,fora
France,Brazil,84.0,86.0,fora
Germany,Italy,86.0,85.0,casa
Greece,Canada,74.0,77.0,fora
Israel,Serbia,78.0,72.0,casa
North Macedonia,Cameroon,73.0,82.0,fora
Mexico,Bosnia and Herzegovina,76.0,76.0,empate
Netherlands,Austria,83.0,75.0,casa
Norway,Poland,69.0,76.0,fora
Scotland,Northern Ireland,79.0,73.0,casa
Senegal,Guinea,68.0,57.0,casa
Spain,Colombia,88.0,77.0,casa
Sweden,Ukraine,77.0,77.0,empate
Turkey,Korea Republic,79.0,71.0,casa
Venezuela,Costa Rica,56.0,69.0,fora
Argentina,Venezuela,77.0,56.0,casa
Austria,Belgium,75.0,74.0,casa
China PR,New Zealand,71.0,64.0,casa
Estonia,Uruguay,72.0,76.0,fora
Hungary,Netherlands,71.0,83.0,fora
Jamaica,Venezuela,72.0,56.0,casa
Lithuania,Poland,72.0,76.0,fora
Serbia,Northern Ireland,72.0,73.0,fora
Slovenia,Italy,68.0,85.0,fora
Spain,Czech Republic,88.0,84.0,casa
Albania,Belarus,69.0,75.0,fora
Armenia,Russia,76.0,83.0,fora
Bosnia and Herzegovina,Romania,76.0,75.0,casa
Bulgaria,Switzerland,77.0,80.0,fora
Colombia,Ecuador,77.0,75.0,casa
Costa Rica,China PR,69.0,71.0,fora
Georgia,Croatia,62.0,74.0,fora
Republic of Ireland,North Macedonia,81.0,73.0,casa
Israel,Latvia,78.0,69.0,casa
Mexico,Paraguay,76.0,71.0,casa
Norway,Denmark,69.0,76.0,fora
Portugal,Chile,79.0,79.0,empate
Senegal,Cameroon,68.0,82.0,fora
USA,Argentina,81.0,77.0,casa
Wales,England,75.0,82.0,fora
Algeria,Morocco,69.0,71.0,fora
Brazil,Scotland,86.0,79.0,casa
Congo,Ghana,67.0,73.0,fora
Belarus,Canada,75.0,77.0,fora
Colombia,Chile,77.0,79.0,fora
Costa Rica,Argentina,69.0,77.0,fora
England,Ghana,82.0,73.0,casa
Estonia,Serbia,72.0,72.0,empate
France,Croatia,84.0,74.0,casa
Germany,Australia,86.0,80.0,casa
Greece,Poland,74.0,76.0,fora
Republic of Ireland,Uruguay,81.0,76.0,casa
Israel,Georgia,78.0,62.0,casa
Lithuania,Spain,72.0,88.0,fora
Mexico,Venezuela,76.0,56.0,casa
Netherlands,Hungary,83.0,71.0,casa
Northern Ireland,Slovenia,73.0,68.0,casa
Oman,Tunisia,74.0,67.0,casa
Portugal,Finland,79.0,79.0,empate
Slovakia,Denmark,72.0,76.0,fora
Sweden,Moldova,77.0,61.0,casa
Turkey,Austria,79.0,75.0,casa
Ukraine,Italy,77.0,85.0,fora
USA,Paraguay,81.0,71.0,casa
Argentina,Ecuador,77.0,75.0,casa
Republic of Ireland,Northern Ireland,81.0,73.0,casa
Argentina,Paraguay,77.0,71.0,casa
Wales,Scotland,75.0,79.0,fora
Wales,Northern Ireland,75.0,73.0,casa
Mexico,Ecuador,76.0,75.0,casa
Germany,Uruguay,86.0,76.0,casa
Republic of Ireland,Scotland,81.0,79.0,casa
Tunisia,Central African Republic,67.0,57.0,casa
Canada,Ecuador,77.0,75.0,casa
Mexico,New Zealand,76.0,64.0,casa
Austria,Germany,75.0,86.0,fora
Belarus,France,75.0,84.0,fora
Belgium,Turkey,74.0,79.0,fora
Croatia,Georgia,74.0,62.0,casa
Faroe Islands,Slovenia,66.0,68.0,fora
Italy,Estonia,85.0,72.0,casa
Korea Republic,Serbia,71.0,72.0,fora
Moldova,Sweden,61.0,77.0,fora
Romania,Bosnia and Herzegovina,75.0,76.0,fora
San Marino,Finland,52.0,79.0,fora
Brazil,Netherlands,86.0,83.0,casa
Cameroon,Senegal,82.0,68.0,casa
England,Switzerland,82.0,80.0,casa
Iceland,Denmark,69.0,76.0,fora
Latvia,Israel,69.0,78.0,fora
North Macedonia,Republic of Ireland,73.0,81.0,fora
Montenegro,Bulgaria,64.0,77.0,fora
Morocco,Algeria,71.0,69.0,casa
Portugal,Norway,79.0,69.0,casa
Russia,Armenia,83.0,76.0,casa
USA,Spain,81.0,88.0,fora
Australia,New Zealand,80.0,64.0,casa
Poland,Argentina,76.0,77.0,fora
Ukraine,France,77.0,84.0,fora
Australia,Serbia,80.0,72.0,casa
Austria,Latvia,75.0,69.0,casa
Bosnia and Herzegovina,Albania,76.0,69.0,casa
Brazil,Romania,86.0,75.0,casa
Ecuador,Greece,75.0,74.0,casa
Faroe Islands,Estonia,66.0,72.0,fora
Gabon,Gambia,67.0,69.0,fora
Italy,Republic of Ireland,85.0,81.0,casa
Japan,Czech Republic,69.0,84.0,fora
Korea Republic,Ghana,71.0,73.0,fora
Norway,Lithuania,69.0,72.0,fora
Russia,Cameroon,83.0,82.0,casa
San Marino,Hungary,52.0,71.0,fora
Sweden,Finland,77.0,79.0,fora
USA,Canada,81.0,77.0,casa
Venezuela,Spain,56.0,88.0,fora
Uruguay,Netherlands,76.0,83.0,fora
Poland,France,76.0,84.0,fora
Mexico,Venezuela,76.0,56.0,casa
Paraguay,Romania,71.0,75.0,fora
USA,Panama,81.0,68.0,casa
Mexico,Costa Rica,76.0,69.0,casa
Canada,Panama,77.0,68.0,casa
Chile,Estonia,79.0,72.0,casa
USA,Jamaica,81.0,72.0,casa
Argentina,Albania,77.0,69.0,casa
USA,Panama,81.0,68.0,casa
Uruguay,Estonia,76.0,72.0,casa
Paraguay,Chile,71.0,79.0,fora
Colombia,Senegal,77.0,68.0,casa
USA,Mexico,81.0,76.0,casa
Colombia,Costa Rica,77.0,69.0,casa
Brazil,Venezuela,86.0,56.0,casa
Paraguay,Ecuador,71.0,75.0,fora
Chile,Mexico,79.0,76.0,casa
Argentina,Colombia,77.0,77.0,empate
Uruguay,Chile,76.0,79.0,fora
Brazil,Paraguay,86.0,71.0,casa
Venezuela,Ecuador,56.0,75.0,fora
Argentina,Costa Rica,77.0,69.0,casa
Uruguay,Mexico,76.0,76.0,empate
Brazil,Ecuador,86.0,75.0,casa
Paraguay,Venezuela,71.0,56.0,casa
Argentina,Uruguay,77.0,76.0,casa
Brazil,Paraguay,86.0,71.0,casa
Chile,Venezuela,79.0,56.0,casa
Paraguay,Venezuela,71.0,56.0,casa
Uruguay,Paraguay,76.0,71.0,casa
Albania,Montenegro,69.0,64.0,casa
Austria,Slovakia,75.0,72.0,casa
Belarus,Bulgaria,75.0,77.0,fora
Bosnia and Herzegovina,Greece,76.0,74.0,casa
China PR,Jamaica,71.0,72.0,fora
Costa Rica,Ecuador,69.0,75.0,fora
France,Chile,84.0,79.0,casa
Gabon,Guinea,67.0,57.0,casa
Germany,Brazil,86.0,86.0,empate
Hungary,Iceland,71.0,69.0,casa
Republic of Ireland,Croatia,81.0,74.0,casa
Israel,Côte d'Ivoire,78.0,72.0,casa
Italy,Spain,85.0,88.0,fora
Japan,Korea Republic,69.0,71.0,fora
Latvia,Finland,69.0,79.0,fora
Lithuania,Armenia,72.0,76.0,fora
Northern Ireland,Faroe Islands,73.0,66.0,casa
Norway,Czech Republic,69.0,84.0,fora
Poland,Georgia,76.0,62.0,casa
Russia,Serbia,83.0,72.0,casa
San Marino,Romania,52.0,75.0,fora
Scotland,Denmark,79.0,76.0,casa
Senegal,Morocco,68.0,71.0,fora
Slovenia,Belgium,68.0,74.0,fora
Tunisia,Mali,67.0,54.0,casa
Turkey,Estonia,79.0,72.0,casa
Ukraine,Sweden,77.0,77.0,empate
USA,Mexico,81.0,76.0,casa
Wales,Australia,75.0,80.0,fora
Albania,France,70.0,86.0,fora
Argentina,Venezuela,77.0,64.0,casa
Belarus,Bosnia and Herzegovina,75.0,76.0,fora
Bulgaria,England,80.0,83.0,fora
Ecuador,Jamaica,69.0,63.0,casa
Faroe Islands,Italy,65.0,86.0,fora
Finland,Moldova,77.0,60.0,casa
Georgia,Latvia,74.0,71.0,casa
Germany,Austria,87.0,75.0,casa
Hungary,Sweden,73.0,77.0,fora
Republic of Ireland,Slovakia,82.0,71.0,casa
Israel,Greece,77.0,76.0,casa
Northern Ireland,Serbia,73.0,72.0,casa
Norway,Iceland,70.0,68.0,casa
Peru,Bolivia,73.0,66.0,casa
Poland,Mexico,80.0,76.0,casa
Russia,North Macedonia,84.0,70.0,casa
Slovenia,Estonia,82.0,69.0,casa
Spain,Chile,89.0,78.0,casa
Trinidad and Tobago,Bermuda,62.0,55.0,casa
Ukraine,Uruguay,78.0,78.0,empate
USA,Costa Rica,81.0,74.0,casa
Wales,Montenegro,77.0,61.0,casa
Scotland,Czech Republic,77.0,84.0,fora
Senegal,Congo DR,67.0,63.0,casa
Central African Republic,Morocco,56.0,67.0,fora
Mexico,Chile,76.0,78.0,fora
Bolivia,Peru,66.0,73.0,fora
Brazil,Ghana,85.0,64.0,casa
Argentina,Nigeria,77.0,76.0,casa
Austria,Turkey,75.0,77.0,fora
Belgium,USA,76.0,81.0,fora
Bosnia and Herzegovina,Belarus,76.0,75.0,casa
Croatia,Israel,74.0,77.0,fora
Czech Republic,Ukraine,84.0,78.0,casa
Denmark,Norway,78.0,70.0,casa
Ecuador,Costa Rica,69.0,74.0,fora
England,Wales,83.0,77.0,casa
Estonia,Northern Ireland,69.0,73.0,fora
Finland,Netherlands,77.0,84.0,fora
Italy,Slovenia,86.0,82.0,casa
Jamaica,Colombia,63.0,77.0,fora
Latvia,Greece,71.0,76.0,fora
Moldova,Hungary,60.0,73.0,fora
Poland,Germany,80.0,87.0,fora
Romania,France,74.0,86.0,fora
Russia,Republic of Ireland,84.0,82.0,casa
Scotland,Lithuania,77.0,71.0,casa
Serbia,Faroe Islands,72.0,65.0,casa
Slovakia,Armenia,71.0,69.0,casa
Switzerland,Bulgaria,78.0,80.0,fora
Venezuela,Guinea,64.0,58.0,casa
Argentina,Brazil,77.0,85.0,fora
Brazil,Argentina,85.0,77.0,casa
Argentina,Chile,77.0,78.0,fora
Armenia,North Macedonia,69.0,70.0,fora
Bermuda,Trinidad and Tobago,55.0,62.0,fora
Congo DR,Cameroon,63.0,80.0,fora
Costa Rica,Brazil,74.0,85.0,fora
Czech Republic,Spain,84.0,89.0,fora
Ecuador,Venezuela,69.0,64.0,casa
Finland,Sweden,77.0,77.0,empate
France,Albania,86.0,70.0,casa
Greece,Croatia,76.0,74.0,casa
Korea Republic,Poland,73.0,80.0,fora
Montenegro,England,61.0,83.0,fora
Netherlands,Moldova,84.0,60.0,casa
Northern Ireland,Estonia,73.0,69.0,casa
Peru,Paraguay,73.0,69.0,casa
Portugal,Iceland,81.0,68.0,casa
Romania,Belarus,74.0,75.0,fora
Serbia,Italy,72.0,86.0,fora
Slovakia,Russia,71.0,84.0,fora
Turkey,Germany,77.0,87.0,fora
Ukraine,Bulgaria,78.0,80.0,fora
Uruguay,Bolivia,78.0,66.0,casa
Wales,Switzerland,77.0,78.0,fora
Guinea-Bissau,Angola,58.0,60.0,fora
Nigeria,Guinea,76.0,58.0,casa
Tunisia,Togo,67.0,68.0,fora
Algeria,Central African Republic,56.0,56.0,empate
Albania,Romania,70.0,74.0,fora
Australia,Oman,80.0,77.0,casa
Belarus,Poland,75.0,80.0,fora
Bolivia,Colombia,66.0,77.0,fora
Bulgaria,Wales,80.0,77.0,casa
Chile,Peru,78.0,73.0,casa
Croatia,Latvia,74.0,71.0,casa
Denmark,Portugal,78.0,81.0,fora
Estonia,Ukraine,69.0,78.0,fora
France,Bosnia and Herzegovina,86.0,76.0,casa
Georgia,Greece,74.0,76.0,fora
Germany,Belgium,87.0,76.0,casa
Ghana,Nigeria,64.0,76.0,fora
Hungary,Finland,73.0,77.0,fora
Republic of Ireland,Armenia,82.0,69.0,casa
Italy,Northern Ireland,86.0,73.0,casa
